名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1(0级)	魔法属性索引1(10级)	魔法属性索引2(0级)	魔法属性索引2(10级)	魔法属性索引3(0级)	魔法属性索引3(10级)	魔法属性索引4(0级)	魔法属性索引4(10级)	魔法属性索引5(0级)	魔法属性索引5(10级)	魔法属性索引6(0级)	魔法属性索引6(10级)	所在套装	6级技能ID	10级技能ID	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2	可熔炼属性数量	可熔炼纹钢品质
[限时白金]敌忾之草间石戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	临时白金装备，套装第五件。可在铁匠处提升白金等级	1	99999	10	0																						36	120	39	6									129	129	130	130	747	739	748	740	744	752			20	881	880	17	5				
[限时白金]魔煞之鬼谷幽冥枪	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	临时白金装备，套装第一件。可在铁匠处提升白金等级	2	99999	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	120	32	165	33	165	39	7					46	592	69	593	51	625	73	73	43	43	473	473	21	766	767	18	1				
[限时白金]魔煞之残阳映血甲	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	临时白金装备，套装第二件。可在铁匠处提升白金等级	0	99999	10	0	30	720	720	31	90	90																36	120	32	210	39	7							4	701	306	695	423	642	419	638	421	702	703	703	21	846	866	18	2				
[限时白金]魔煞之赤骥锁腰扣	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	临时白金装备，套装第三件。可在铁匠处提升白金等级	4	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	7							418	4	309	639	417	31	312	596	6	609	344	344	21	790	822	18	3				
[限时白金]魔煞之举火燎天环	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	临时白金装备，套装第四件。可在铁匠处提升白金等级	2	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							719	4	307	637	769	769	420	640	822	822	805	805	21	901	922	18	4				
[限时白金]魔煞之云龙吐珠戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	临时白金装备，套装第五件。可在铁匠处提升白金等级	1	99999	10	0																						36	120	39	7									129	129	130	130	747	739	748	740	744	752			21	879	878	18	5				
[限时白金]魔煌之金甲盔	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	临时白金装备，套装第一件。可在铁匠处提升白金等级	0	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							2	2	346	346	257	257	312	312	6	6	166	166	22								
[限时白金]魔煌之按出虎项圈	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	临时白金装备，套装第二件。可在铁匠处提升白金等级	4	99999	10	0	31	60	60																			36	120	39	7									1	1	60	60	62	62	95	95	87	87	107	107	22								
[限时白金]魔煌之溪谷束腰带	0	6	1	\spr\item\equip\sash\obj-sash18.spr	32	2	1	临时白金装备，套装第三件。可在铁匠处提升白金等级	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	2	309	639	254	254	312	596	6	6	420	420	22								
[限时白金]魔煌之血衣兽镯	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	临时白金装备，套装第四件。可在铁匠处提升白金等级	1	99999	10	0	30	111	111	31	80	80																36	120	32	90	39	7							129	129	130	130	747	739	748	740	744	752			22	881	880						
[限时白金]魔煌之熔金断日戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	临时白金装备，套装第五件。可在铁匠处提升白金等级	4	99999	10	0	31	80	80																			36	120	39	7									2	616	312	596	718	8	420	640	823	823	806	806	22								
[限时白金]魔嗜之烈焰冠冕	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	临时白金装备，套装第一件。可在铁匠处提升白金等级	3	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	7							2	616	345	345	423	642	307	637	6	609	704	704	23	848	867	19	1				
[限时白金]魔嗜之厉魔噬心带	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	临时白金装备，套装第二件。可在铁匠处提升白金等级	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	616	88	419	769	769	420	640	150	607	423	642	23	902	923	19	2				
[限时白金]魔嗜之业火幽冥戒	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	临时白金装备，套装第三件。可在铁匠处提升白金等级	2	99999	10	0																						36	120	39	7									129	129	130	130	747	739	748	740	744	752			23	883	882	19	3				
[限时白金]魔嗜之血玉七杀佩	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	临时白金装备，套装第四件。可在铁匠处提升白金等级	0	99999	10	0																						36	120	39	7									2	616	309	639	666	666	311	598	6	609	420	640	23	791	823	19	4				
[限时白金]魔嗜之山海飞鸿履	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	临时白金装备，套装第五件。可在铁匠处提升白金等级	4	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	7							2	616	320	588	521	521	312	596	630	631	522	522	23	773	805	19	5				
[限时白金]凌岳之太极剑	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	临时白金装备，套装第一件。可在铁匠处提升白金等级	4	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	80	39	8							2	616	152	634	6	609	311	598	423	31	474	474	24	774	806	20	1				
[限时白金]凌岳之无我束带	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	临时白金装备，套装第二件。可在铁匠处提升白金等级	1	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							763	763	307	637	718	8	420	640	824	824	152	627	24	905	927	20	2				
[限时白金]凌岳之怒雷法戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	临时白金装备，套装第三件。可在铁匠处提升白金等级	1	99999	10	0																						36	120	39	8									2	616	309	639	667	667	313	597	6	609	417	31	24	795	827	20	3				
[限时白金]凌岳之无极玄玉佩	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	临时白金装备，套装第四件。可在铁匠处提升白金等级	2	99999	10	0																						36	120	39	8									2	616	347	347	524	524	313	597	715	716	526	526	24	847	871	20	4				
[限时白金]凌岳之天地玄黄戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	临时白金装备，套装第五件。可在铁匠处提升白金等级	0	99999	10	0																						36	120	39	8									129	129	130	130	747	739	748	740	745	753			24	879	878	20	5				
[限时白金]及丰之真武剑	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	临时白金装备，套装第一件。可在铁匠处提升白金等级	2	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	135	39	8							46	592	69	593	51	601	73	73	43	43	474	474	25	766	767	21	1				
[限时白金]及丰之三清符	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	临时白金装备，套装第二件。可在铁匠处提升白金等级	0	99999	10	0	31	60	60																			36	120	39	8									2	616	710	92	62	705	95	96	89	706	107	107	25	850	870	21	2				
[限时白金]及丰之玄丝三段锦	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	临时白金装备，套装第三件。可在铁匠处提升白金等级	4	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							2	616	309	639	668	668	307	637	421	8	425	643	25	794	826	21	3				
[限时白金]及丰之翠玉玄黄腕	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	临时白金装备，套装第四件。可在铁匠处提升白金等级	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							770	770	307	637	718	8	420	640	348	348	807	807	25	906	926	21	4				
[限时白金]及丰之青松法戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	临时白金装备，套装第五件。可在铁匠处提升白金等级	1	99999	10	0																						36	120	39	8									129	129	130	130	747	739	748	740	745	753			25	881	880	21	5				
[限时白金]霜晶之千年寒铁	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	临时白金装备，套装第一件。可在铁匠处提升白金等级	2	99999	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	120	32	135	39	9							113	595	69	593	46	592	73	73	43	43	476	476	26	766	767	22	1				
[限时白金]霜晶之流星赶月扣	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	临时白金装备，套装第二件。可在铁匠处提升白金等级	3	99999	10	0	31	60	60																			36	120	39	9									759	784	311	598	718	8	309	639	825	825	808	808	26	901	929	22	2				
[限时白金]霜晶之清风缕带	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	临时白金装备，套装第三件。可在铁匠处提升白金等级	4	99999	10	0	30	160	160	31	80	80																36	120	32	135	39	9							418	4	309	639	669	669	307	637	6	609	417	31	26	797	829	22	3				
[限时白金]霜晶之天清冰晶手	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	临时白金装备，套装第四件。可在铁匠处提升白金等级	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							2	616	349	349	707	707	313	597	6	609	708	708	26	846	873	22	4				
[限时白金]霜晶之风暴指环	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	临时白金装备，套装第五件。可在铁匠处提升白金等级	1	99999	10	0																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			26	879	878	22	5				
[限时白金]雷穹之寒松冰柏冠	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	临时白金装备，套装第一件。可在铁匠处提升白金等级	4	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	9							418	618	304	304	152	627	313	597	6	610	623	623	27	774	806	23	1				
[限时白金]雷穹之天地护符	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	临时白金装备，套装第二件。可在铁匠处提升白金等级	3	99999	10	0																						36	120	39	9									4	701	95	96	26	709	107	107	322	313	528	528	27	848	872	23	2				
[限时白金]雷穹之风雷青锦带	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	临时白金装备，套装第三件。可在铁匠处提升白金等级	1	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							418	4	309	639	670	670	424	646	6	609	417	31	27	796	828	23	3				
[限时白金]雷穹之灵玉蕴雷腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	临时白金装备，套装第四件。可在铁匠处提升白金等级	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							759	784	88	419	718	8	309	639	350	350	809	809	27	902	928	23	4				
[限时白金]雷穹之九天引雷戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	临时白金装备，套装第五件。可在铁匠处提升白金等级	0	99999	10	0																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			27	881	880	23	5				
[限时白金]雾幻之北冥道冠	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	临时白金装备，套装第一件。可在铁匠处提升白金等级	0	99999	10	0	30	315	315	31	85	85																36	120	32	110	39	9							4	4	271	271	351	351	313	313	6	6	352	352	28								
[限时白金]雾幻之太渊真武链	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	临时白金装备，套装第二件。可在铁匠处提升白金等级	0	99999	10	0	31	60	60																			36	120	39	9									2	616	313	597	718	8	107		826	826	810	810	28								
[限时白金]雾幻之束心指环	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	临时白金装备，套装第三件。可在铁匠处提升白金等级	3	99999	10	0																						36	120	39	9									129	129	130	130	747	739	748	740	745	753			28	883	882						
[限时白金]雾幻之清影玄玉佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	临时白金装备，套装第四件。可在铁匠处提升白金等级	1	99999	10	0																						36	120	39	9									418	418	309	309	353	353	307	307	6	6	417	417	28								
[限时白金]雾幻之松风雪影靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	临时白金装备，套装第五件。可在铁匠处提升白金等级	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							418	418	354	354	320	320	88	88	6	6	423	423	28								
[玄金]青驹之罗汉佛珠	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，青驹级少林拳法套装第一件	2	4	10	0																						39	0	36	30									950	951	930	931	971	972	1173	1174	993	994	1290	1291	83			24	1	1456		2	1
[玄金]青驹之罗汉僧帽	0	7	0	\spr\item\equip\cap\obj-ma-cap01-1.spr	28	2	2	玄金装备，青驹级少林拳法套装第二件	1	4	10	0	30	360	360	31	85	85																39	0	36	30									951	952	850	851	970	971	1013	1014	1330	1331	1290	1291	83			24	2			2	1
[玄金]青驹之罗汉上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	玄金装备，青驹级少林拳法套装第三件	3	4	10	0																						39	0	36	30									950	951	890	891	971	972	1193	1194	1330	1331	1290	1291	83			24	3			2	1
[玄金]青驹之罗汉护腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	玄金装备，青驹级少林拳法套装第四件	4	4	10	0	30	135	135	31	80	80																39	0	36	30									951	952	870	871	970	971	1013	1014	1330	1331	1290	1291	83			24	4			2	1
[玄金]青驹之罗汉束腰	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	玄金装备，青驹级少林拳法套装第五件	0	4	10	0	30	160	160	31	80	80																39	0	36	30									951	952	910	911	971	972	1213	1214	1330	1331	1290	1291	83			24	5	1457		2	1
[玄金]青驹之罗汉袈裟	0	2	0	\spr\item\equip\armor\obj-ma-cloth01-3.spr	22	2	3	玄金装备，青驹级少林拳法套装第六件	2	4	10	0	30	720	720	31	90	90																39	0	36	30									951	952	930	931	971	972	1173	1174	1233	1233	1290	1291	83			24	6			2	1
[玄金]青驹之罗汉缠手	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	玄金装备，青驹级少林拳法套装第七件	1	4	10	0	28	1	1	29	1	1	167	-30	-30	31	99	99										39	0	36	30									1273	1273	850	851	1073	1074	1013	1014	1330	1331	1290	1291	83			24	7			2	1
[玄金]青驹之罗汉僧鞋	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	玄金装备，青驹级少林拳法套装第八件	3	4	10	0	30	160	160	31	80	80																39	0	36	30									951	952	890	891	971	972	1193	1194	1253	1254	1290	1291	83			24	8			2	1
[玄金]青驹之罗汉腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	玄金装备，青驹级少林拳法套装第九件	4	4	10	0																						39	0	36	30									950	951	870	871	970	971	1013	1014	1330	1331	1290	1291	83			24	9	1458		2	1
[玄金]青驹之罗汉下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	玄金装备，青驹级少林拳法套装第十件	0	4	10	0																						39	0	36	30									950	951	910	911	970	971	1213	1214	1330	1331	1290	1291	83			24	10			2	1
[玄金]青驹之佛陀珠链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，青驹级少林棍法套装第一件	4	4	10	0																						39	0	36	30									950	951	930	931	971	972	1173	1174	993	994	1290	1291	84			25	1	1459		2	1
[玄金]青驹之佛陀僧帽	0	7	0	\spr\item\equip\cap\obj-ma-cap01-1.spr	28	2	2	玄金装备，青驹级少林棍法套装第二件	0	4	10	0	30	360	360	31	85	85																39	0	36	30									951	952	850	851	970	971	1013	1014	1330	1331	1290	1291	84			25	2			2	1
[玄金]青驹之佛陀上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	玄金装备，青驹级少林棍法套装第三件	2	4	10	0																						39	0	36	30									950	951	890	891	971	972	1193	1194	1330	1331	1290	1291	84			25	3			2	1
[玄金]青驹之佛陀护腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	玄金装备，青驹级少林棍法套装第四件	1	4	10	0	30	135	135	31	80	80																39	0	36	30									951	952	870	871	970	971	1013	1014	1330	1331	1290	1291	84			25	4			2	1
[玄金]青驹之佛陀束腰	0	6	0	\spr\item\equip\sash\obj-sash07.spr	33	2	1	玄金装备，青驹级少林棍法套装第五件	3	4	10	0	30	160	160	31	80	80																39	0	36	30									951	952	910	911	971	972	1213	1214	1330	1331	1290	1291	84			25	5	1460		2	1
[玄金]青驹之佛陀袈裟	0	2	0	\spr\item\equip\armor\obj-ma-cloth01-3.spr	22	2	3	玄金装备，青驹级少林棍法套装第六件	4	4	10	0	30	720	720	31	90	90																39	0	36	30									951	952	930	931	971	972	1173	1174	1233	1233	1290	1291	84			25	6			2	1
[玄金]青驹之佛陀僧棍	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	玄金装备，青驹级少林棍法套装第七件	0	4	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										39	0	36	30									1036	1036	850	851	1073	1074	1013	1014	1330	1331	1290	1291	84			25	7			2	1
[玄金]青驹之佛陀僧鞋	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	玄金装备，青驹级少林棍法套装第八件	2	4	10	0	30	160	160	31	80	80																39	0	36	30									951	952	890	891	971	972	1193	1194	1253	1254	1290	1291	84			25	8			2	1
[玄金]青驹之佛陀腰坠	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	玄金装备，青驹级少林棍法套装第九件	1	4	10	0																						39	0	36	30									950	951	870	871	970	971	1013	1014	1330	1331	1290	1291	84			25	9	1461		2	1
[玄金]青驹之佛陀下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	玄金装备，青驹级少林棍法套装第十件	3	4	10	0																						39	0	36	30									950	951	910	911	970	971	1213	1214	1330	1331	1290	1291	84			25	10			2	1
[玄金]青驹之金刚项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	玄金装备，青驹级少林刀法套装第一件	4	4	10	0																						39	0	36	30									950	951	930	931	971	972	1173	1174	993	994	1290	1291	85			26	1	1459		2	1
[玄金]青驹之金刚僧帽	0	7	0	\spr\item\equip\cap\obj-ma-cap01-1.spr	28	2	2	玄金装备，青驹级少林刀法套装第二件	0	4	10	0	30	360	360	31	85	85																39	0	36	30									951	952	850	851	970	971	1013	1014	1330	1331	1290	1291	85			26	2			2	1
[玄金]青驹之金刚上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	玄金装备，青驹级少林刀法套装第三件	2	4	10	0																						39	0	36	30									950	951	890	891	971	972	1193	1194	1330	1331	1290	1291	85			26	3			2	1
[玄金]青驹之金刚护腕	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	玄金装备，青驹级少林刀法套装第四件	1	4	10	0	30	135	135	31	80	80																39	0	36	30									951	952	870	871	970	971	1013	1014	1330	1331	1290	1291	85			26	4			2	1
