名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)	使用是否需要目标	物品最大叠放值	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
武夷红袍	6	1	1415	\spr\item\mayday07\wuyihongpao.spr	41	1	1	武夷山出产的优质名茶，可以上贡朝廷，也可以换取“优质茶饼”煮茶品茗，获得一定的经验值。<enter>（使用截止时间到2007年5月7日24点，限80级以上使用）。		100	1	1	\script\item\noscript.lua	0	1	1	0	0		20	0	0	0	0	0	0	0	0	0
点苍普洱	6	1	1416	\spr\item\mayday07\diancangpuer.spr	41	1	1	点苍山出产的优质名茶，可以上贡朝廷，也可以换取“优质茶饼”煮茶品茗，获得一定的经验值。<enter>（使用截止时间到2007年5月7日24点，限80级以上使用）。		100	1	1	\script\item\noscript.lua	0	1	1	0	0		20	0	0	0	0	0	0	0	0	0
青城雪芽	6	1	1417	\spr\item\mayday07\qingchengxueya.spr	41	1	1	青城山出产的优质名茶，可以上贡朝廷，也可以换取“优质茶饼”煮茶品茗，获得一定的经验值。<enter>（使用截止时间到2007年5月7日24点，限80级以上使用）。		100	1	1	\script\item\noscript.lua	0	1	1	0	0		20	0	0	0	0	0	0	0	0	0
华山银毫	6	1	1418	\spr\item\mayday07\huashanyinhao.spr	41	1	1	华山出产的优质名茶，可以上贡朝廷，也可以换取“优质茶饼”煮茶品茗，获得一定的经验值。<enter>（使用截止时间到2007年5月7日24点，限80级以上使用）。		100	1	1	\script\item\noscript.lua	0	1	1	0	0		20	0	0	0	0	0	0	0	0	0
红茶	6	1	1419	\spr\item\mayday07\hongcha.spr	41	1	1	城市郊外出产的普通茶叶，可以换取“普通茶饼”煮茶品茗，获得一定的经验值。<enter>（使用截止时间到2007年5月7日24点，限80级以上使用）。		60	1	1	\script\item\noscript.lua	0	1	1	0	0		20	0	0	0	0	0	0	0	0	0
绿茶	6	1	1420	\spr\item\mayday07\lvcha.spr	41	1	1	城市郊外出产的普通茶叶，可以换取“普通茶饼”煮茶品茗，获得一定的经验值。<enter>（使用截止时间到2007年5月7日24点，限80级以上使用）。		60	1	1	\script\item\noscript.lua	0	1	1	0	0		20	0	0	0	0	0	0	0	0	0
乌龙茶	6	1	1421	\spr\item\mayday07\wulongcha.spr	41	1	1	城市郊外出产的普通茶叶，可以换取“普通茶饼”煮茶品茗，获得一定的经验值。<enter>（使用截止时间到2007年5月7日24点，限80级以上使用）。		60	1	1	\script\item\noscript.lua	0	1	1	0	0		20	0	0	0	0	0	0	0	0	0
白茶	6	1	1422	\spr\item\mayday07\baicha.spr	41	1	1	城市郊外出产的普通茶叶，可以换取“普通茶饼”煮茶品茗，获得一定的经验值。<enter>（使用截止时间到2007年5月7日24点，限80级以上使用）。		60	1	1	\script\item\noscript.lua	0	1	1	0	0		20	0	0	0	0	0	0	0	0	0
黑茶	6	1	1423	\spr\item\mayday07\heicha.spr	41	1	1	城市郊外出产的普通茶叶，可以换取“普通茶饼”煮茶品茗，获得一定的经验值。<enter>（使用截止时间到2007年5月7日24点，限80级以上使用）。		60	1	1	\script\item\noscript.lua	0	1	1	0	0		20	0	0	0	0	0	0	0	0	0
黄茶	6	1	1424	\spr\item\mayday07\huangcha.spr	41	1	1	城市郊外出产的普通茶叶，可以换取“普通茶饼”煮茶品茗，获得一定的经验值。<enter>（使用截止时间到2007年5月7日24点，限80级以上使用）。		60	1	1	\script\item\noscript.lua	0	1	1	0	0		20	0	0	0	0	0	0	0	0	0
普通茶饼	6	1	1425	\spr\item\mayday07\putongchabing.spr	377	1	1	煮茶品茗的必备原料，<color=yellow>普通茶叶<color>制成，煮茶后可得到一定的经验值。<enter>（使用截止时间到2007年5月7日24点，限80级以上使用）。		60	1	1	\script\event\mayday07\item\chabing.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
优质茶饼	6	1	1426	\spr\item\mayday07\youzhichabing.spr	377	1	1	煮茶品茗的必备原料，<color=yellow>优质名茶<color>制成，煮茶后可得到一定的经验值。<enter>（使用截止时间到2007年5月7日24点，限80级以上使用）。		60	1	1	\script\event\mayday07\item\chabing.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
子母袋	6	1	1427	\spr\item\questkey\obj_item_hehuan.spr	348	1	1	右键点击使用，可以增加子母袋使用时间七天。		0	1	1	\script\item\ib\zimudai.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
无双虎符	6	1	1428	\spr\item\questkey\obj_item_herokey3.spr	336	1	1	右键点击使用，需要放入一个面具设定形象。<enter>同一地图的帮会成员都会变成同一形象，并减少PK惩罚。<enter><color=green>持续时间1小时<color>		0	1	1	\script\item\ib\wushuanghufu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
茶树	6	1	1429	\spr\item\christmas2006\xmasbranch.spr	467	1	1	立夏新茶。		20	1	0	\script\event\mayday07\item\chashu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
紫砂杯	6	1	1430	\spr\item\mayday07\zishabei.spr	41	1	1	紫砂精致而成的茶杯。放在背包中煮茶品茗时<enter>可得到双倍经验。五一活动专用。不可交易。		20	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
天山雪莲	6	1	1431	\spr\item\script\tianshanxuelian.spr	41	1	1	越南活动道具。		25	1	0	\script\item\tianshanxuelian.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
帮会精英令牌	6	1	1432	\spr\item\questkey\taskobj126.spr	41	1	1	凭此令牌可以报名加入帮会精英战队。		100	1	0	\script\missions\tong_leitai\item\item_tonglingpai.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
石竹花	6	1	1433	\spr\item\script\shizhuhua.spr	41	1	1	一朵芬芳美丽的石竹花，将其送给扬州的宋婆婆（212，186）会收获意想不到的惊喜。<enter>使用截至到2007年5月14日24：00。		25	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
长效大白驹	6	1	1434	\spr\item\script\baijuwan_changxiao.spr	19	1	1	一颗长效大白驹丸，使用后可获得80小时的离线托管时间。获得经验的速度跟大白驹丸一致。		1	1	0	\script\item\longbaijuwan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
金猪黄金包	6	1	1435	\spr\item\twzhuanyun\zhuanyunbao_small.spr	19	1	1	点击使用可以获得意外惊喜。		1	1	0	\script\item\pay_act_200705\goldpigbag.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
玻璃纸	6	1	1436	\spr\item\script\bolizhi.spr	41	1	1	一颗长效大白驹丸，使用后可获得80小时的离线托管时间。获得经验的速度跟大白驹丸一致。		25	1	0	\script\item\longbaijuwan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
红色蝴蝶结	6	1	1437	\spr\item\script\hongse_hudiejie.spr	41	1	1	剑网2周年生日活动物品<enter>玩家可以带玫瑰花，红色蝴蝶结和玻璃纸到“武林使者”NPC处换成奖励。		25	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
红色玫瑰花	6	1	1438	\spr\item\script\hongse_meiguihua.spr	41	1	1	剑网2周年生日活动物品<enter>玩家可以带玫瑰花，红色蝴蝶结和玻璃纸到“武林使者”NPC处换成奖励。		25	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
白色礼品盒	6	1	1439	\spr\item\script\baise_lipinhe.spr	41	1	1	右键点击使用可以获得礼品。		25	1	0	\script\item\act2years2007_giftbox.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄色礼品盒	6	1	1440	\spr\item\script\huangse_lipinhe.spr	41	1	1	右键点击使用可以获得礼品。		25	1	0	\script\item\act2years2007_giftbox.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
蓝色礼品盒	6	1	1441	\spr\item\script\lanse_lipinhe.spr	41	1	1	右键点击使用可以获得礼品。		25	1	0	\script\item\act2years2007_giftbox.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
普通蛋糕饼	6	1	1442	\spr\item\script\putong_dangaobing.spr	41	1	1	右键点击使用可获得20万经验。		25	1	0	\script\item\usecake.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
中等蛋糕饼	6	1	1443	\spr\item\script\zhongdeng_dangaobing.spr	41	1	1	右键点击使用可获得50万经验。		25	1	0	\script\item\usecake.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
特殊蛋糕饼	6	1	1444	\spr\item\script\teshu_dangaobing.spr	41	1	1	右键点击使用可获得100万经验。		25	1	0	\script\item\usecake.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
高级长生露	6	1	1445	\spr\item\script\gaoji_changshenglu.spr	19	1	1	155-159等级的未转生玩家，使用以后，立即升1级。		25	1	0	\script\item\changshenglu\changshenglu.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
普通长生露	6	1	1446	\spr\item\script\putong_changshenglu.spr	19	1	1	150-154等级的未转生玩家，使用以后，立即升1级。		25	1	0	\script\item\changshenglu\changshenglu.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
慈母爱心包	6	1	1447	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可以增加福缘值并获得一个珍贵物品。		100	1	0	\script\item\cimuaixinbao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
漠北传送卷	6	1	1448	\spr\item\questkey\quyuanmifang.spr	368	1	1	使用后可直接传送到漠北草原。		0	1	0	\script\item\mobei_portal.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
石斛兰	6	1	1449	spr\item\script\shihulan.spr	19	1	1	右键点击使用可随机获得200万/300万/500万的经验奖励<enter><color=blue>使用时间截至到2007年6月30日24：00<color>		25	1	0	\script\item\shihulan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
潜龙秘宝	6	1	1450	\spr\item\oldbox\oldbox.spr	433	1	1	皇家赏赐给有功之人的宝物，用栖凤锤打开即可得到其中的绝世珍宝<enter><color=green>（有可能开出北京之梦、雅典之魂）<color>		10000	1	0	\script\item\newbox.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
栖凤锤	6	1	1451	\spr\item\script\qiannianxuanbingchui.spr	41	1	1	特制的道具，当你要获得潜龙秘宝中的宝物时需要用到。		2000	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
红颜豆沙粽	6	1	1452	\spr\item\questkey\taskobj405.spr	366	1	1	吃过以后可以瞬间增加10000的经验<enter><color=yellow>限80级以上用户使用<color><enter><color=blue>使用日期截止到2008年7月8日24点<color>		25	1	0	\script\item\duanwujie_zongzi.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
蜜枣芙蓉粽	6	1	1453	\spr\item\questkey\taskobj405.spr	366	1	1	吃过以后可以瞬间增加20000点经验<enter><color=yellow>限80级以上用户使用<color><enter><color=blue>使用日期截止到2008年7月8日24点<color>		25	1	0	\script\item\duanwujie_zongzi.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
香菇如意粽	6	1	1454	\spr\item\questkey\taskobj405.spr	366	1	1	吃过以后可以瞬间增加50000点经验<enter><color=yellow>限80级以上用户使用<color><enter><color=blue>使用日期截止到2008年7月8日24点<color>		25	1	0	\script\item\duanwujie_zongzi.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
金丝莲子粽	6	1	1455	\spr\item\questkey\taskobj405.spr	366	1	1	吃过以后可以瞬间增加100000点的经验<enter><color=yellow>限80级以上用户使用<color><enter><color=blue>使用日期截止到2008年7月8日24点<color>		25	1	0	\script\item\duanwujie_zongzi.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
竹叶沁心粽	6	1	1456	\spr\item\questkey\taskobj405.spr	366	1	1	吃过以后可以瞬间增加200000点的经验<enter><color=yellow>限80级以上用户使用<color><enter><color=blue>使用日期截止到2008年7月8日24点<color>		25	1	0	\script\item\duanwujie_zongzi.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
薄荷迷香粽	6	1	1457	\spr\item\questkey\taskobj405.spr	366	1	1	吃过以后可以瞬间增加300000点的经验<enter><color=yellow>限80级以上用户使用<color><enter><color=blue>使用日期截止到2008年7月8日24点<color>		25	1	0	\script\item\duanwujie_zongzi.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
八宝玲珑粽	6	1	1458	\spr\item\questkey\taskobj405.spr	366	1	1	吃过以后可以瞬间增加500000点的经验<enter><color=yellow>限80级以上用户使用<color><enter><color=blue>使用日期截止到2008年7月8日24点<color>		25	1	0	\script\item\duanwujie_zongzi.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
眩晕陷阱(包)	6	1	1459	\spr\item\songjin\token.spr	385	1	1	右键点击使用可以获得20个眩晕陷阱<enter><color=blue>使用日期截止至6月8日24点。<color>		6	1	0	\script\item\chrismas\duanwujieitem_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
冰封陷阱(包)	6	1	1460	\spr\item\songjin\token.spr	385	1	1	右键点击使用可以获得20个冰封陷阱<enter><color=blue>使用日期截止至6月8日24点。<color>		6	1	0	\script\item\chrismas\duanwujieitem_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
雷鸣令(包)	6	1	1461	\spr\item\questkey\006.spr	385	1	1	右键点击使用可以获得20个雷鸣令<enter><color=blue>使用日期截止至6月8日24点。<color>		6	1	0	\script\item\chrismas\duanwujieitem_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
狂沙令(包)	6	1	1462	\spr\item\questkey\006.spr	385	1	1	右键点击使用可以获得20个狂沙令<enter><color=blue>使用日期截止至6月8日24点。<color>		6	1	0	\script\item\chrismas\duanwujieitem_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
狂沙令	6	1	1463	\spr\item\questkey\006.spr	385	1	1	右键点击使用，使用后可令全地图玩家减速5秒。只能在活动地图使用<enter><color=blue>使用日期截止至6月8日24点。<color>		6	1	1	\script\item\chrismas\duanwumapskillitem.lua	0	1	1	0	1		20	0	0	0	0	0	0	0	0	0
回魂幡(包)	6	1	1464	\spr\item\songjin\clarion.spr	385	1	1	右键点击使用可以获得20个回魂幡<enter><color=blue>使用日期截止至6月8日24点。<color>		6	1	0	\script\item\chrismas\duanwujieitem_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
回魂幡	6	1	1465	\spr\item\songjin\clarion.spr	385	1	1	右键点击使用，可以消除由<color=yellow>雷鸣令、狂沙令<color>造成的晕眩或者减速的效果，并且在三秒内的雷鸣令和狂沙令免疫。只能在活动地图使用<enter><color=blue>使用日期截止至6月8日24点。<color>		6	1	1	\script\item\chrismas\huihunfan.lua	0	1	1	0	1		20	0	0	0	0	0	0	0	0	0
端午幸运符	6	1	1466	\spr\item\special\Obj_TownPortal.spr	385	1	1	右键点击使用，使用后下次寻宝活动每成功挖到一次将得到两个礼盒。只能在活动地图外使用<enter><color=blue>使用日期截止至6月8日24点。<color>		6	1	0	\script\item\chrismas\duanwu_luckykey.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
端午延时书	6	1	1467	\spr\item\questkey\taskobj022.spr	385	1	1	右键点击使用，使用后可增加一次寻宝机会，活动期间最多每人可使用6次。只能在活动地图外使用<enter><color=blue>使用日期截止至6月8日24点。<color>		6	1	0	\script\item\chrismas\duanwu_timebook.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
端午活动礼包	6	1	1468	\spr\item\questkey\obj_item_burseb.spr	385	1	1	右键点击使用，随机获得眩晕陷阱、冰封陷阱、雷鸣令、狂沙令、回魂幡中的一种,数量为20个<enter><color=blue>使用日期截止至2008年6月8日24点。<color>		6	1	0	\script\item\chrismas\duanwujieitem_pack.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
雷鸣令	6	1	1469	\spr\item\questkey\006.spr	385	1	1	右键点击使用，使用后可令全地图玩家眩晕3秒。只能在活动地图使用<enter><color=blue>使用日期<enter><color=blue>使用日期截止至6月8日24点。<color>		6	1	1	\script\item\chrismas\duanwumapskillitem.lua	0	1	1	0	1		20	0	0	0	0	0	0	0	0	0
端午烟花	6	1	1470	\spr\item\script\spring2007\xinnian_lihua.spr	41	1	1	右键点击使用可燃放端午礼花5分钟。<enter>在此期间，聚集在礼花周围的队友都可以不断获得经验。<enter>可获得经验上限为1亿。<enter><color=blue>使用截至日期：2008年7月8日<color><enter><color=yellow>80级以上角色才可以使用。<color>		6	1	0	\script\item\springfestival07\xinnian_lihua.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
紫荆花	6	1	1471	\spr\item\script\zijinghua.spr	385	1	1	右键点击使用，可获得24小时<color=red>打怪或托管<color>经验翻倍效果，重复使用无效，与仙草露等道具效果叠加，与八珍月饼效果不叠加。<enter><color=blue>有效期截止到2007年7月31日24点。<color>		25	1	0	\script\item\zijinghua.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
武林荐书	6	1	1472	\spr\item\questkey\010.spr	385	1	1	参加万人回归－推荐人活动所需物品		25	1	0	\script\item\wulinjianshu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
雷泽鎚	6	1	1473	\spr\item\questkey\taskobj030.spr	385	1	1	可以在临安神秘商人处把某些黄金装备升级成白金装备		25	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
凉茶	6	1	1474	\spr\item\script\liangcha.spr	41	1	1	消暑解热圣品，右键点击使用。		100	1	0	\script\item\liangcha.lua	0	1	1	1	0		0	0	0	0	0	0	0	0	0	0
野叟积分VN	6	1	1475	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	从野叟处获得的经验锦囊，可于游戏健康时间在野叟处兑换经验。		0	1	0	\script\item\seasonnpc_expitem.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
顶级黄金包	6	1	1476	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	右键点击使用，有几率获得随机黄金武器或装备,神秘矿石,8级玄晶矿石和旺旺转运包(大)其中一件。		6	1	0	\script\item\tw\dingjihuangjinbao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
宋金军功牌	6	1	1477	\spr\item\questkey\taskobj021.spr	41	1	1	右键点击使用，可随机获得200W/300W/500W经验，不可叠加		0	1	0	\script\item\jungongpai.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
木牌号召	6	1	1478	\spr\item\script\mupai_haozhao.spr	41	1	1	追杀随机20级到90级的杀手		0	1	0	\script\item\mupaizhaohuan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
铜牌号召	6	1	1479	\spr\item\script\tongpai_haozhao.spr	41	1	1	追杀一个水贼头领 		0	1	0	\script\item\tongpaizhaohuan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
银牌号召	6	1	1480	\spr\item\script\yinpai_haozhao.spr	41	1	1	追杀张宗正或聊青青或妙如		0	1	0	\script\item\yinpaizhaohuan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
金牌号召	6	1	1481	\spr\item\script\jinpai_haozhao.spr	41	1	1	追杀金光将军		0	1	0	\script\item\jinpaizhaohuan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
玉牌号召	6	1	1482	\spr\item\script\yupai_haozhao.spr	41	1	1	追杀金光将军，无名道人，无名美人，无名杀手，无名老人		0	1	0	\script\item\yupaizhaohuan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
红枣汁	6	1	1483	\spr\item\script\liangcha.spr	41	1	1	新鲜的红枣和露水酿成的汁。		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
双子果	6	1	1484	\spr\item\mid_autumn\huasheng.spr	41	1	1	外形酷似花生的果子，七夕节时可用来乞求牛郎织女的祝福。		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
莲子羹	6	1	1485	\spr\item\qixi_2006\qiaoshi.spr	41	1	1	用冰糖银耳熬制的莲子羹，味道甜美，补益脾胃。		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
蓝玫瑰	6	1	1486	\spr\item\questkey\blueflower.spr	41	1	1	海洋般的颜色赏心悦目，清香淡雅的味道沁人心脾。		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
心有灵犀礼盒	6	1	1487	\spr\item\script\item_chrismasbox.spr	41	1	1	七夕活动道具。可送给你心爱的人。<enter>99级以上角色方可使用<enter><color=blue>使用截止日期：2007年8月24日24点<color>		0	1	0	\script\item\xinyoulingxi_lihe.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
比翼双飞礼盒	6	1	1488	\spr\item\script\biyishuangfei.spr	41	1	1	七夕活动道具。可送给你心爱的人。<enter>99级以上角色方可使用<enter><color=blue>使用截止日期：2007年8月24日24点<color>		0	1	0	\script\item\biyishuangfei_lihe.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
玫瑰纯露	6	1	1489	\spr\item\script\putong_changshenglu.spr	41	1	1	气香而味淡，和血、理气平肝，肌肤红润。右键点击，可获得100w经验。<enter>99级以上侠女方可使用<enter><color=blue>使用截止日期：2007年8月31日24点<color>		0	1	1	\script\item\meigui_chunlu.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
云面	6	1	1490	\spr\item\script\yunmian.spr	41	1	1	用露水制成，意为巧意。右键点击，可获得100w经验。<enter>99级以上侠士方可使用<enter><color=blue>使用截止日期：2007年8月31日24点<color>		0	1	1	\script\item\yunmian.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
冰蓝纯露	6	1	1491	\spr\item\questkey\taskobj073.spr	41	1	1	淡蓝色的玫瑰露，味道清香，沁人心脾。右键点击，可获得200w经验。<enter>99级以上侠女方可使用<enter><color=blue>使用截止日期：2007年8月31日24点<color>		0	1	1	\script\item\binglan_chunlu.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
