Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2
[§Þnh thêi] CËp Phong HuyÒn Ty Tam §o¹n CÈm	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Trang bÞ B¹ch Kim	4	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	8							2		309		259		307		421		425		25						
[H¹n chÕ thêi gian] CËp Phong Thóy Ngäc HuyÒn Hoµng UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	Trang bÞ B¹ch Kim	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	8							2		313		718		420		348		287		25						
[§Þnh thêi] CËp Phong Thanh Tïng Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	1	2000	10	0																						36	80	39	8									129		130										25						
[§Þnh thêi] S¬n Tinh Thiªn Niªn Hµn ThiÕt	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Trang bÞ B¹ch Kim	2	2000	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	99	32	135	39	9							449		456		475		458		446		476		26						
[H¹n chÕ thêi gian] S­¬ng Tinh L­u Tinh C¶n NguyÖt KhÊu	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Trang bÞ B¹ch Kim	3	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							719		320		718		420		267		279		26						
[§Þnh thêi] S­¬ng Tinh Thanh Phong L÷ §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ B¹ch Kim	4	2000	10	0	30	160	160	31	80	80																36	85	32	135	39	9							418		309		269		307		6		417		26						
[§Þnh thêi] S­¬ng Tinh Thiªn Thanh B¨ng Tinh Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ B¹ch Kim	3	2000	10	0	30	140	140	31	80	80																36	90	32	110	39	9							4		349		270		313		6		268		26						
[§Þnh thêi] S­¬ng Tinh Phong B¹o ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	1	2000	10	0																						36	80	39	9									129		130										26						
[§Þnh thêi] L«i Khung Hµn Tïng B¨ng B¸ch Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ B¹ch Kim	4	2000	10	0	30	315	315	31	85	85																36	95	32	110	39	9							2		304		272		154		6		168		27						
[§Þnh thêi] L«i Khung Thiªn §Þa Hé Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ B¹ch Kim	3	2000	10	0																						36	99	39	9									409		502		527		503		443		528		27						
[§Þnh thêi] L«i Khung Phong TuyÕt Thanh CÈm §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Trang bÞ B¹ch Kim	1	2000	10	0	30	140	140	31	80	80																36	90	32	110	39	9							418		309		274		424		6		417		27						
[H¹n chÕ thêi gian] L«i Khung Linh Ngäc Èn L«i UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ B¹ch Kim	2	99999	10	0	30	140	140	31	80	80																36	120	32	110	39	9							616		88		718		339		350		275		27						
[§Þnh thêi] L«i Khung Cöu Thiªn DÉn L«i Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	0	2000	10	0																						36	80	39	9									129		130										27						
[§Þnh thêi] Vô Ho¸n B¾c Minh §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ B¹ch Kim	0	2000	10	0	30	315	315	31	85	85																36	95	32	110	39	9							463		529		530		525		493		531		28						
[H¹n chÕ thêi gian] Vô Hoan Th¸i Uyªn Ch©n Vò Liªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	Trang bÞ B¹ch Kim	0	99999	10	0	31	60	60																			36	120	39	9									2		313		718		107		276		420		28						
[§Þnh thêi] Vô Hoan Thóc T©m ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	Trang bÞ B¹ch Kim	3	2000	10	0																						36	80	39	9									129		130										28						
[§Þnh thêi] Vô Hoan Thanh ¶nh HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	1	2000	10	0																						36	90	39	9									418		309		353		307		6		417		28						
[§Þnh thêi] Vô Hoan Tïng Phong TuyÕt ¶nh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ B¹ch Kim	2	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	9							4		104		276		354						28						
[§Þnh thêi] §éng S¸t B¹ch Kim §iªu Long Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	3	2000	10	0	31	60	60																			36	85											53		6		301		2		11		100		30						
[§Þnh thêi] §éng S¸t B¹ch Ngäc Cµn Kh«n Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ B¹ch Kim	4	2000	10	0	31	60	60																			36	80											477		478		479		480		481		482		30						
[§Þnh thêi] §éng S¸t B¹ch Kim Tó Phông Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	0	2000	10	0	31	60	60																			36	85											479		483		477		480		484		482		30						
[§Þnh thêi] §éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ B¹ch Kim	2	2000	10	0	31	60	60																			36	85											477		478		479		485		484		482		30						
[§Þnh thêi] §¹i M· Hæ TrÝch Tinh Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ B¹ch Kim	3	2000	10	0	30	250	250	31	30	30																36	60	32	165	33	65							398		378		399		400		401		402		39						
[§Þnh thêi] §¹i M· Hæ §­êng Nghª Gi¸p	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	22	2	3	Trang bÞ B¹ch Kim	2	2000	10	0	30	630	630	31	93	93																36	60	32	260									403		388		404		405		406				39						
[§Þnh thêi] §¹i M· Hæ Lôc PhØ Thóy Hé Th©n Phï	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	Trang bÞ B¹ch Kim	2	2000	10	0																						36	60											373		374		375		376						39						
[§Þnh thêi] §¹i M· Hæ B¾c Kinh Chi Méng	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ B¹ch Kim	3	2000	10	0																						36	60											129		130										39						
[§Þnh thêi] §¹i M· Hæ B¹ch Kim Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ B¹ch Kim	2	2000	10	0	30	140	140	31	15	15																36	60	32	164									407		388		399		405		408		413		39						
[§Þnh thêi] §¹i M· Hæ Thiªn Tµm Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ B¹ch Kim	3	2000	10	0	30	111	111	31	20	20																36	60	32	100									409		378		399		400		410				39						
[§Þnh thêi] §¹i M· Hæ Ngò S¾c Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist15.spr	36	1	2	Trang bÞ B¹ch Kim	3	2000	5	0																						36	27											384		385		386								39						
[§Þnh thêi] §¹i M· Hæ Thiªn Tµm Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ B¹ch Kim	2	2000	10	0	30	140	140	31	20	20																36	62	32	164									411		388		404		405		412				39						
[§Þnh thêi] §¹i M· Hæ Nh· §iÓn Chi Hån	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	2	2000	10	0																						36	60											129		130										39						
[§Þnh thêi] §¹i M· Hæ B«n L«i Toµn Long Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Trang bÞ B¹ch Kim	2	2000	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	99	32	165	33	165	39	1					392		393		394		395		396		397		39						
[§Þnh thêi] Hång ¶nh TrÇm Viªn V·n Tóy	0	4	1	\spr\item\equip\nick\obj-neck09.spr	26	2	1	B¶o vËt næi tiÕng thêi Tèng	1	2000	10	0																						36	0											486		487										40						
[§Þnh thêi] Hång ¶nh KiÕm Qua T©y Ph­¬ng	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	1 trong 13 miÕng lÖnh bµi mËt s¸t Nh¹c Phi ngµy tr­íc	2	2000	10	0																						36	0											488		487		478								40						
[§Þnh thêi] Hång ¶nh Môc Tóc T­¬ng Vong	0	3	0	\spr\item\equip\ring\obj-ring02.spr	37	1	1	VËt phÈm nhiÖm vô, bªn trong Èn chøa nhiÒu bÝ mËt	4	2000	10	0																						36	0											488		487		478								40						
[§Þnh thêi] Hång ¶nh Hång Tô Chiªu	0	9	1	\spr\item\equip\waist\obj-waist09.spr	36	1	2	Mét vËt phÈm ®­îc chÕ t¹o theo vµo nh÷ng truyÒn thuyÕt thÇn bÝ	3	2000	10	0																						36	0											488		487		478								40						
[§Þnh thêi] ThÕ Tóc Kim Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	2	2000	10	0																						36	0											489												43						
[§Þnh thêi] ThÕ Tóc Ng©n Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	2	2000	8	0																						36	0											489												43						
[§Þnh thêi] §Þnh Quèc Thanh Sa Tr­êng Sam	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ B¹ch Kim	0	2000	8	0	30	630	630	31	80	80																36	85											371		532										33						
[§Þnh thêi] §Þnh Quèc Thanh Sa Ph¸t Qu¸n	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ B¹ch Kim	2	2000	9	0	30	260	260	31	70	70																36	75											533		370										33						
[§Þnh thêi] §Þnh Quèc XÝch Quyªn NhuyÔn Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ B¹ch Kim	1	2000	8	0	30	140	140	31	70	70																36	80											506		532										33						
[§Þnh thêi] §Þnh Quèc Tö §»ng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ B¹ch Kim	3	2000	8	0	30	111	111	31	60	60																36	75											533		534										33						
[§Þnh thêi] §Þnh Quèc Ng©n Tµm Yªu §¸i	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ B¹ch Kim	4	2000	8	0	30	140	140	31	60	60																36	75											533		535										33						
[§Þnh thêi] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ B¹ch Kim	4	2000	10	0																						36	85											373												34						
[§Þnh thêi] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	2	2000	8	0																						36	80											536		537										34						
[§Þnh thêi] An Bang §iÒn Hoµng Th¹ch Ngäc Béi	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	1	2000	8	0																						36	75											536		538										34						
[§Þnh thêi] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	3	2000	8	0																						36	80											536		539										34						
[Liªn ®Êu] §Þnh Quèc Thanh sa Tr­êng sam	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	0	99999	8	0	30	630	630	31	80	80																36	85											371		532										33						
[Liªn ®Êu] §Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	2	99999	9	0	30	260	260	31	70	70																36	75											533		370										33						
[Liªn ®Êu] §Þnh Quèc XÝch Quyªn NhuyÔn Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	1	99999	8	0	30	140	140	31	70	70																36	80											506		532										33						
[Liªn ®Êu] §Þnh Quèc Tö §»ng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	3	99999	8	0	30	111	111	31	60	60																36	75											533		534										33						
[Liªn ®Êu] §Þnh Quèc Ng©n Tµm Yªu §¸i	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	4	99999	8	0	30	140	140	31	60	60																36	75											533		535										33						
[Liªn ®Êu] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	4	99999	10	0																						36	85											373												34						
[Liªn ®Êu] An Bang Cóc hoa Th¹ch chØ hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	2	99999	8	0																						36	80											536		537										34						
[Liªn ®Êu] An Bang §iÒn Hoµng th¹ch ngäc béi	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	1	99999	8	0																						36	75											536		538										34						
[Liªn ®Êu] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	§©y lµ bé <color=Yellow>V« Danh Giíi ChØ<color> do §éc C« KiÕm dµnh tÆng Vâ l©m liªn ®Êu 	3	99999	8	0																						36	80											536		539										34						
§Þnh Quèc Thanh sa Tr­êng sam	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ B¹ch Kim	0	99999	8	0	30	630	630	31	80	80																36	85											544		543										33						
§Þnh Quèc ¤ Sa Ph¸t Qu¸n	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ B¹ch Kim	2	99999	9	0	30	260	260	31	70	70																36	75											545		546										33						
§Þnh Quèc XÝch Quyªn NhuyÔn Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ B¹ch Kim	1	99999	8	0	30	140	140	31	70	70																36	80											547		543										33						
§Þnh Quèc Tö §»ng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ B¹ch Kim	3	99999	8	0	30	111	111	31	60	60																36	75											545		548										33						
§Þnh Quèc Ng©n Tµm Yªu §¸i	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ B¹ch Kim	4	99999	8	0	30	140	140	31	60	60																36	75											545		549										33						
[Cùc phÈm] §Þnh Quèc Thanh Sa Tr­êng Sam	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ B¹ch Kim	0	99999	8	0	30	630	630	31	80	80																36	85											555		556										33						
[Cùc phÈm] §Þnh Quèc Thanh Sa Ph¸t Qu¸n	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bÞ B¹ch Kim	2	99999	9	0	30	260	260	31	70	70																36	75											557		558										33						
[Cùc phÈm] §Þnh Quèc XÝch Quyªn NhuyÔn Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bÞ B¹ch Kim	1	99999	8	0	30	140	140	31	70	70																36	80											555		559										33						
[Cùc phÈm] §Þnh Quèc Tö §»ng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ B¹ch Kim	3	99999	8	0	30	111	111	31	60	60																36	75											557		560										33						
[Cùc phÈm] §Þnh Quèc Ng©n Tµm Yªu §¸i	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bÞ B¹ch Kim	4	99999	8	0	30	140	140	31	60	60																36	75											555		561										33						
[Cùc phÈm] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ B¹ch Kim	4	99999	10	0																						36	85											562												34						
[Cùc phÈm] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	2	99999	8	0																						36	80											563		564										34						
[Cùc phÈm] An Bang §iÒn Hoµng Th¹ch Ngäc Béi	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	1	99999	8	0																						36	75											563		565										34						
[Cùc phÈm] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	3	99999	8	0																						36	80											563		566										34						
[Cùc phÈm] HiÖn Cèt ThiÕt HuyÕt Sam	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bÞ B¹ch Kim	2	99999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	0			544		543										37						
[Cùc phÈm] HiÖn Cèt §a T×nh Hoµn	0	4	1	\spr\item\equip\nick\obj-neck14.spr	36	2	1	Trang bÞ B¹ch Kim	2	99999	5	0																						36	35	38	0									563		567		555								37						
[Cùc phÈm] HiÖn Cèt §an T©m Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	0	99999	5	0																						36	45	38	0									568												37						
[Cùc phÈm] HiÖn Cèt T×nh ý KÕt	0	9	1	\spr\item\equip\waist\obj-waist13.spr	36	1	2	Trang bÞ B¹ch Kim	4	99999	5	0																						36	50	38	0									569		564		570								37						
[Cùc phÈm] Nhu T×nh C©n Quèc Nghª Th­êng	0	2	11	\spr\item\equip\armor\obj-fm-cloth14-3.spr	25	2	3	Trang bÞ B¹ch Kim	0	99999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	1			555		571		130								38						
[Cùc phÈm] Nhu T×nh Thôc N÷ H¹ng Liªn	0	4	0	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ B¹ch Kim	0	99999	5	0																						36	35	38	1									563		572										38						
[Cùc phÈm] Nhu T×nh Phông Nghi Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ B¹ch Kim	4	99999	5	0																						36	45	38	1									573												38						
[Cùc phÈm] Nhu T×nh TuÖ T©m Ngäc Béi	0	9	0	\spr\item\equip\waist\obj-waist16.spr	36	1	2	Trang bÞ B¹ch Kim	3	99999	5	0																						36	50	38	1									557		574										38						
[Tinh ChÕ] §éng S¸t B¹ch Kim §iªu Long Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	3	99999	10	0	31	60	60																			36	85											575		563		576		578		579		580		30						
[Tinh ChÕ] §éng S¸t B¹ch Ngäc Cµn Kh«n Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ B¹ch Kim	4	99999	10	0	31	60	60																			36	80											577		581		583		578		582		580		30						
[Tinh ChÕ] §éng S¸t B¹ch Kim Tó Phông Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	0	99999	10	0	31	60	60																			36	85											575		563		576		578		579		580		30						
[Tinh ChÕ] §éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ B¹ch Kim	2	99999	10	0	31	60	60																			36	85											576		581		575		555		579		580		30						
[Hoµn Mü] Cùc PhÈm An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ B¹ch Kim	4	99999	10	0																						36	85											562		636										34						
[Hoµn Mü] Cùc PhÈm An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	2	99999	8	0																						36	80											563		564		451								34						
[Hoµn Mü] Cùc PhÈm An Bang §iÒn Hoµng Th¹ch Ngäc Béi	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ B¹ch Kim	1	99999	8	0																						36	75											563		565		570								34						
[Hoµn Mü] Cùc PhÈm An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	3	99999	8	0																						36	80											563		566		451								34						
Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=yellow>UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	10	0																						36	60											129		131										44						
[§Þnh thêi] ThÕ Tóc Toµn Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	2	2000	10	0																						36	0											489												43						
[Pháng chÕ] Hång ¶nh TrÇm Viªn V·n Tóy	0	4	1	\spr\item\equip\nick\obj-neck09.spr	26	2	1	B¶o vËt næi tiÕng thêi Tèng	1	99999	10	0																						36	0											671												40						
[Pháng chÕ] Hång ¶nh KiÕm Qua T©y Ph­¬ng	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	1 trong 13 miÕng lÖnh bµi mËt s¸t Nh¹c Phi ngµy tr­íc	2	99999	10	0																						36	0											671												40						
[Pháng chÕ] Hång ¶nh Môc Tóc T­¬ng Vong	0	3	0	\spr\item\equip\ring\obj-ring02.spr	37	1	1	VËt phÈm nhiÖm vô, bªn trong Èn chøa nhiÒu bÝ mËt	4	99999	10	0																						36	0											671												40						
[Pháng chÕ] Hång ¶nh Hång Tô Chiªu	0	9	1	\spr\item\equip\waist\obj-waist09.spr	36	1	2	Mét vËt phÈm ®­îc chÕ t¹o theo vµo nh÷ng truyÒn thuyÕt thÇn bÝ	3	99999	10	0																						36	0											671												40						
[Hoµn Mü] Hång ¶nh TrÇm Viªn V·n Tóy	0	4	1	\spr\item\equip\nick\obj-neck09.spr	26	2	1	B¶o vËt næi tiÕng thêi Tèng	1	99999	10	0																						36	0	46	1									415		414		672								40						
[Hoµn Mü] Hång ¶nh KiÕm Qua T©y Ph­¬ng	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	1 trong 13 miÕng lÖnh bµi mËt s¸t Nh¹c Phi ngµy tr­íc	2	99999	10	0																						36	0	46	1									314		414		6		672						40						
[Hoµn Mü] Hång ¶nh Môc Tóc T­¬ng Vong	0	3	0	\spr\item\equip\ring\obj-ring02.spr	37	1	1	VËt phÈm nhiÖm vô, bªn trong Èn chøa nhiÒu bÝ mËt	4	99999	10	0																						36	0	46	1									314		414		6		672						40						
[Hoµn Mü] Hång ¶nh Hång Tô Chiªu	0	9	1	\spr\item\equip\waist\obj-waist09.spr	36	1	2	Mét vËt phÈm ®­îc chÕ t¹o theo vµo nh÷ng truyÒn thuyÕt thÇn bÝ	3	99999	10	0																						36	0	46	1									314		414		6		672						40						
ChÊp Tö Chi Thñ	0	3	0	\spr\item\equip\ring\obj-ring11.spr	37	1	1	ChÊp tö chi thñ, th¸ng ngµy vui vÎ víi con ch¸u.<enter>T×nh hÖ thÊt tÞch, duyªn ®Þnh kim sinh.	4	99999	9	0																						36	99	38	0									673		130		674								45						
